measurement_date,PRCP,SNOW,SNWD,TMAX,TMIN
2000-01-01,13.640122511485451,14.995575221238939,73.65354330708661,123.81705639614856,-34.45793103448276
2000-01-02,20.56573116691285,37.75,104.25531914893617,104.7649456521739,-35.35149863760218
2000-01-03,14.445414847161572,28.045267489711936,110.35153583617748,65.110964332893,-67.79867549668874
2000-01-04,6.909226190476191,2.621739130434783,96.40273037542661,58.21437908496732,-114.23591087811272
2000-01-05,1.8545727136431784,3.6577777777777776,100.07042253521126,65.74083769633508,-99.71821756225425
2000-01-06,1.7715582450832073,2.127853881278539,95.12367491166077,69.59342105263158,-97.61133069828722
2000-01-07,38.62304409672831,1.8502202643171806,92.29390681003584,63.58769633507853,-88.97637795275591
2000-01-08,68.94834437086092,1.1474654377880185,92.87822878228782,70.97978436657682,-72.3
2000-01-09,7.352238805970149,5.627272727272727,95.60299625468164,84.42663043478261,-56.525885558583106
2000-01-10,5.302533532041728,2.963470319634703,86.77007299270073,118.56389986824769,-41.47089947089947
2000-01-11,1.2062314540059347,1.2100456621004567,80.83576642335767,153.69088507265522,-31.06472919418758
2000-01-12,0.7121212121212122,0.9485981308411215,81.15808823529412,158.74900924702774,-13.411375661375661
2000-01-13,0.4017857142857143,0.2304147465437788,82.99628252788104,152.0275590551181,-29.276679841897234
2000-01-14,0.7106446776611695,0.0,78.88301886792453,133.47159841479524,-37.48809523809524
2000-01-15,1.7929984779299848,0.0,78.36434108527132,149.21798365122615,-19.789904502046383
2000-01-16,1.8833333333333333,0.5305164319248826,76.09302325581395,163.0258152173913,11.006811989100818
2000-01-17,5.1006006006006,0.06190476190476191,73.82558139534883,162.16801075268816,21.11216216216216
2000-01-18,11.158322056833558,2.055045871559633,74.54022988505747,162.4351851851852,25.120689655172413
2000-01-19,3.983751846381093,2.481651376146789,75.34749034749035,172.96583442838372,4.0355731225296445
2000-01-20,0.886736214605067,0.11682242990654206,72.72265625,157.04473684210527,-17.470976253298154
2000-01-21,11.011461318051577,2.581818181818182,86.59448818897638,120.5841059602649,-22.948207171314742
2000-01-22,8.840746054519368,11.388392857142858,102.90513833992095,125.62972972972973,-18.914749661705006
2000-01-23,3.955725190839695,3.7069767441860466,86.76587301587301,121.22388059701493,-37.869565217391305
2000-01-24,9.181008902077151,5.253333333333333,91.97683397683397,113.91777188328912,-43.02260638297872
2000-01-25,27.916780354706685,9.704347826086957,102.04263565891473,94.34342105263158,-16.553359683794465
2000-01-26,44.902834008097166,31.412451361867703,128.24,75.80079155672823,-17.789403973509934
2000-01-27,36.21907216494845,34.686868686868685,138.05211726384366,51.00792602377807,-51.716931216931215
2000-01-28,47.37806637806638,18.189873417721518,131.64,18.343915343915345,-86.75
2000-01-29,1.8941548183254344,2.234146341463415,127.78928571428571,20.278688524590162,-112.18442622950819
2000-01-30,2.1717791411042944,0.8084112149532711,125.9409594095941,50.17326057298772,-111.17598908594816
2000-01-31,13.172661870503598,12.947368421052632,129.68085106382978,61.386842105263156,-80.22002635046114
2000-02-01,11.155844155844155,12.37719298245614,130.34767025089604,73.24083769633508,-67.44560943643512
2000-02-02,16.65028901734104,0.7623318385650224,125.04198473282443,104.96605744125327,-64.81282722513089
2000-02-03,0.8062593144560357,0.0,121.63492063492063,144.73924380704042,-48.035202086049544
2000-02-04,0.6993957703927492,0.0,113.89370078740157,125.93569553805774,-41.499344692005245
2000-02-05,0.1899696048632219,0.0,110.236,106.01349527665317,-54.43682795698925
